C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_213.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_213.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_213.jpg, 0, 0, 0, 7.789223E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_315.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_315.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_315.jpg, 0, 0, 0, 7.800535E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_418.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_418.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_418.jpg, 0, 0, 0, 7.795757E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_520.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_520.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_520.jpg, 0, 0, 0, 8.042914E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_621.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_621.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_621.jpg, 0, 0, 0, 7.78251E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_724.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_724.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_724.jpg, 0, 0, 0, 7.87008E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_825.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_825.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_825.jpg, 0, 0, 0, 7.825992E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_23_927.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_23_927.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_23_927.jpg, 0, 0, 0, 7.837823E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_029.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_029.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_029.jpg, 0, 0, 0, 7.834809E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_131.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_131.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_131.jpg, 0, 0, 0, 8.171974E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_233.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_233.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_233.jpg, 0, 0, 0, 7.77407E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_334.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_334.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_334.jpg, 0, 0, 0, 7.822754E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_435.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_435.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_435.jpg, 0, 0, 0, 7.908155E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_553.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_553.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_553.jpg, 0, 0, 0, 7.930009E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_695.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_695.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_695.jpg, 0, 0, 0, 7.806474E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_816.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_816.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_816.jpg, 0, 0, 0, 8.010238E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_24_916.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_24_916.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_24_916.jpg, 0, 0, 0, 7.835088E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_046.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_046.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_046.jpg, 0, 0, 0, 7.83452E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_169.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_169.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_169.jpg, 0, 0, 0, 7.791718E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_285.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_285.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_285.jpg, 0, 0, 0, 7.834892E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_385.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_385.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_385.jpg, 0, 0, 0, 7.864035E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_487.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_487.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_487.jpg, 0, 0, 0, 7.96035E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_597.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_597.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_597.jpg, 0, 0, 0, 7.854308E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_691.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_691.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_691.jpg, 0, 0, 0, 7.80584E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_791.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_791.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_791.jpg, 0, 0, 0, 7.921264E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_892.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_892.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_892.jpg, 0, 0, 0, 7.850044E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_25_994.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_25_994.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_25_994.jpg, 0, 0, 0, 7.862115E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_26_094.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_26_094.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_26_094.jpg, 0, 0, 0, 7.81066E-05
C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\center_2024_12_10_13_43_26_195.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\left_2024_12_10_13_43_26_195.jpg, C:\Users\SHREY\Desktop\simulator-windows-64\data\IMG\right_2024_12_10_13_43_26_195.jpg, 0, 0, 0, 7.864684E-05
